,transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
6143,500,2019-04-04,2023-09-21 08:58:12,8,45,8249,N,1,1,57,1,3.1,3.1,N
6144,512,2019-04-04,2023-09-21 08:06:13,8,15,8487,Y,1,1,61,1,4.75,4.75,N
6145,512,2019-04-04,2023-09-21 08:06:13,8,15,8487,Y,1,5,72,1,3.25,3.25,N
6146,515,2019-04-04,2023-09-21 17:11:57,8,42,8275,N,1,1,32,2,6.0,3.0,N
6147,515,2019-04-04,2023-09-21 17:11:57,8,42,8275,N,1,5,74,1,3.5,3.5,N
6148,516,2019-04-04,2023-09-21 09:41:51,8,42,8201,N,1,1,40,2,7.5,3.75,N
6149,522,2019-04-04,2023-09-21 11:39:47,8,42,8481,Y,1,1,26,1,3.0,3.0,N
6150,524,2019-04-04,2023-09-21 16:29:40,8,45,8068,N,1,1,25,2,4.4,2.2,N
6151,524,2019-04-04,2023-09-21 16:29:40,8,45,8068,N,1,5,70,1,3.25,3.25,N
6152,528,2019-04-04,2023-09-21 13:59:13,8,45,8463,N,1,1,39,2,8.5,4.25,N
6153,534,2019-04-04,2023-09-21 16:29:21,8,42,8086,Y,1,1,35,2,6.2,3.1,N
6154,543,2019-04-04,2023-09-21 10:18:58,8,15,8501,Y,1,1,51,1,3.0,3.0,N
6155,547,2019-04-04,2023-09-21 09:22:39,8,15,8327,N,1,1,48,2,5.0,2.5,N
6156,569,2019-04-04,2023-09-21 11:28:01,8,42,8209,Y,1,1,51,2,6.0,3.0,N
6157,592,2019-04-04,2023-09-21 08:25:05,8,15,8286,N,1,1,32,1,3.0,3.0,N
6158,593,2019-04-04,2023-09-21 15:03:50,8,45,8212,Y,1,1,37,2,6.0,3.0,N
6159,594,2019-04-04,2023-09-21 17:42:58,8,45,8335,Y,1,1,29,1,2.5,2.5,N
6160,600,2019-04-04,2023-09-21 18:57:45,8,15,8223,Y,1,1,47,2,6.0,3.0,N
6161,606,2019-04-04,2023-09-21 13:03:53,8,45,8476,Y,1,1,25,1,2.2,2.2,N
6162,612,2019-04-04,2023-09-21 16:17:56,8,15,8139,N,1,1,31,1,2.2,2.2,N
6163,612,2019-04-04,2023-09-21 16:17:56,8,15,8139,N,1,5,72,1,3.25,3.25,N
6164,614,2019-04-04,2023-09-21 17:25:59,8,45,8369,N,1,1,33,2,7.0,3.5,N
6165,619,2019-04-04,2023-09-21 15:23:28,8,15,8359,N,1,1,36,1,3.75,3.75,N
6166,622,2019-04-04,2023-09-21 11:43:47,8,45,8413,Y,1,1,37,1,3.0,3.0,N
6167,624,2019-04-04,2023-09-21 15:36:59,8,45,8053,Y,1,1,32,2,6.0,3.0,N
6168,625,2019-04-04,2023-09-21 18:59:44,8,45,8346,N,1,1,59,2,9.0,4.5,N
6169,629,2019-04-04,2023-09-21 08:40:38,8,45,8412,N,1,1,35,2,6.2,3.1,N
6170,631,2019-04-04,2023-09-21 13:41:22,8,42,8127,Y,1,1,48,2,5.0,2.5,N
6171,635,2019-04-04,2023-09-21 12:51:56,8,45,8316,Y,1,1,87,2,6.0,3.0,N
6172,641,2019-04-04,2023-09-21 16:37:30,8,15,8159,Y,1,1,58,1,3.5,3.5,N
6173,642,2019-04-04,2023-09-21 18:18:00,8,15,8144,Y,1,1,57,2,6.2,3.1,N
6174,648,2019-04-04,2023-09-21 08:43:39,8,42,8492,N,1,1,49,1,3.0,3.0,N
6175,652,2019-04-04,2023-09-21 14:13:50,8,45,8142,N,1,1,39,1,4.25,4.25,N
6176,656,2019-04-04,2023-09-21 19:49:12,8,45,8140,N,1,1,37,1,3.0,3.0,N
6177,656,2019-04-04,2023-09-21 19:49:12,8,45,8140,N,1,5,70,1,3.25,3.25,N
6178,665,2019-04-04,2023-09-21 12:42:54,8,42,8390,Y,1,1,50,1,2.5,2.5,N
6179,669,2019-04-04,2023-09-21 18:54:31,8,45,8298,Y,1,1,87,1,3.0,3.0,N
6180,679,2019-04-04,2023-09-21 19:47:56,8,15,8034,Y,1,1,34,1,2.45,2.45,N
6181,682,2019-04-04,2023-09-21 12:04:51,8,15,8310,N,1,1,30,1,3.0,3.0,N
6182,682,2019-04-04,2023-09-21 12:04:51,8,15,8310,N,1,5,72,1,3.25,3.25,N
6183,687,2019-04-04,2023-09-21 12:23:16,8,15,8345,N,1,1,48,1,2.5,2.5,N
6184,691,2019-04-04,2023-09-21 14:09:17,8,15,8295,N,1,1,40,1,3.75,3.75,N
6185,691,2019-04-04,2023-09-21 14:09:17,8,15,8295,N,1,5,73,1,3.75,3.75,N
6186,692,2019-04-04,2023-09-21 15:33:40,8,15,8487,Y,1,1,59,1,4.5,4.5,N
6187,706,2019-04-04,2023-09-21 08:14:55,8,45,8288,Y,1,1,58,2,7.0,3.5,N
6188,709,2019-04-04,2023-09-21 18:43:10,8,15,8035,N,1,1,42,1,2.5,2.5,N
6189,709,2019-04-04,2023-09-21 18:43:10,8,15,8035,N,1,5,72,1,3.25,3.25,N
6190,710,2019-04-04,2023-09-21 11:01:28,8,42,8079,N,1,1,27,1,3.5,3.5,N
6191,713,2019-04-04,2023-09-21 18:58:41,8,45,8229,N,1,1,31,2,4.4,2.2,N
6192,721,2019-04-04,2023-09-21 14:43:05,8,45,8430,Y,1,1,26,2,6.0,3.0,N
6193,722,2019-04-04,2023-09-21 15:58:28,8,45,8079,N,1,1,53,2,6.0,3.0,N
6194,724,2019-04-04,2023-09-21 11:45:40,8,42,8124,Y,1,1,49,2,6.0,3.0,N
6195,725,2019-04-04,2023-09-21 19:24:27,8,45,8339,N,1,1,59,1,4.5,4.5,N
6196,730,2019-04-04,2023-09-21 15:24:14,8,15,8184,Y,1,1,57,1,3.1,3.1,N
6197,738,2019-04-04,2023-09-21 13:42:03,8,45,8379,N,1,1,56,2,5.1,2.55,N
6198,741,2019-04-04,2023-09-21 10:04:51,8,45,8081,N,1,1,34,2,4.9,2.45,N
6199,748,2019-04-04,2023-09-21 11:00:19,8,42,8096,Y,1,1,35,1,3.1,3.1,N
6200,750,2019-04-04,2023-09-21 17:52:34,8,42,8146,N,1,1,29,2,5.0,2.5,N
6201,750,2019-04-04,2023-09-21 17:52:34,8,42,8146,N,1,5,78,1,4.5,4.5,N
6202,757,2019-04-04,2023-09-21 17:30:10,8,42,8445,Y,1,1,87,2,6.0,3.0,N
6203,759,2019-04-04,2023-09-21 18:56:04,8,45,8066,Y,1,1,25,1,2.2,2.2,N
6204,760,2019-04-04,2023-09-21 12:42:56,8,45,8245,N,1,1,29,2,5.0,2.5,N
6205,761,2019-04-04,2023-09-21 15:31:25,8,45,8173,Y,1,1,32,2,6.0,3.0,N
6206,769,2019-04-04,2023-09-21 12:52:54,8,42,8164,N,1,1,28,1,2.0,2.0,N
6207,775,2019-04-04,2023-09-21 19:57:35,8,42,8393,N,1,1,44,2,5.0,2.5,N
6208,779,2019-04-04,2023-09-21 14:24:47,8,42,8011,Y,1,1,49,1,3.0,3.0,N
6209,785,2019-04-04,2023-09-21 10:26:31,8,42,8248,Y,1,1,50,2,5.0,2.5,N
6210,806,2019-04-04,2023-09-21 09:50:24,8,42,8324,Y,1,1,43,1,3.0,3.0,N
6211,832,2019-04-04,2023-09-21 16:48:17,8,45,8092,N,1,1,27,2,7.0,3.5,N
6212,833,2019-04-04,2023-09-21 14:10:34,8,45,8302,N,1,1,29,1,2.5,2.5,N
6213,840,2019-04-04,2023-09-21 11:13:08,8,15,8345,N,1,1,61,2,9.5,4.75,N
6214,842,2019-04-04,2023-09-21 09:20:50,8,42,8083,Y,1,1,45,2,6.0,3.0,N
6215,849,2019-04-04,2023-09-21 15:20:29,8,42,8477,Y,1,1,36,1,3.75,3.75,N
6216,851,2019-04-04,2023-09-21 15:05:01,8,45,8232,N,1,1,56,2,5.1,2.55,N
6217,852,2019-04-04,2023-09-21 13:51:59,8,45,8164,Y,1,1,33,1,3.5,3.5,N
6218,856,2019-04-04,2023-09-21 08:16:22,8,15,8378,Y,1,1,49,1,3.0,3.0,N
6219,868,2019-04-04,2023-09-21 12:33:45,8,45,8030,N,1,1,39,2,8.5,4.25,N
6220,878,2019-04-04,2023-09-21 13:07:28,8,15,8153,N,1,1,25,2,4.4,2.2,N
6221,893,2019-04-04,2023-09-21 11:21:23,8,15,8143,Y,1,1,24,2,6.0,3.0,N
6222,905,2019-04-04,2023-09-21 13:33:20,8,42,8053,Y,1,1,37,1,3.0,3.0,N
6223,908,2019-04-04,2023-09-21 18:33:47,8,45,8014,Y,1,1,59,2,9.0,4.5,N
6224,909,2019-04-04,2023-09-21 17:50:51,8,15,8156,Y,1,1,36,1,3.75,3.75,N
6225,950,2019-04-04,2023-09-21 17:18:30,8,15,8331,Y,1,1,39,2,8.5,4.25,N
6226,953,2019-04-04,2023-09-21 10:19:21,8,15,8105,Y,1,1,87,2,6.0,3.0,N
6227,979,2019-04-04,2023-09-21 10:45:49,8,42,8261,N,1,1,29,2,5.0,2.5,N
6228,993,2019-04-04,2023-09-21 15:32:02,8,15,8182,Y,1,1,61,2,9.5,4.75,N
6229,994,2019-04-04,2023-09-21 19:28:08,8,45,8147,N,1,1,44,2,5.0,2.5,N
6230,997,2019-04-04,2023-09-21 09:57:49,8,45,8070,Y,1,1,27,1,3.5,3.5,N
6231,1004,2019-04-04,2023-09-21 08:37:10,8,42,8415,N,1,1,46,1,2.5,2.5,N
6232,1008,2019-04-04,2023-09-21 09:08:00,8,42,8101,Y,1,1,29,2,5.0,2.5,N
6233,1009,2019-04-04,2023-09-21 08:45:29,8,42,8041,N,1,1,52,2,5.0,2.5,N
6234,1011,2019-04-04,2023-09-21 09:06:15,8,42,8285,N,1,1,45,2,6.0,3.0,N
6235,1027,2019-04-04,2023-09-21 11:54:14,8,42,8019,N,1,1,49,2,6.0,3.0,N
6236,1027,2019-04-04,2023-09-21 11:54:14,8,42,8019,N,1,5,71,1,3.75,3.75,N
6237,1031,2019-04-04,2023-09-21 16:46:47,8,45,8314,Y,1,1,48,1,2.5,2.5,N
6238,1032,2019-04-04,2023-09-21 15:53:46,8,42,8377,N,1,1,36,2,7.5,3.75,N
6239,1041,2019-04-04,2023-09-21 11:21:27,8,15,8079,N,1,1,59,2,9.0,4.5,N
6240,1051,2019-04-04,2023-09-21 17:09:03,8,15,8282,N,1,1,60,1,3.75,3.75,N
6241,1053,2019-04-04,2023-09-21 18:14:04,8,15,8399,Y,1,1,56,1,2.55,2.55,N
6242,1057,2019-04-04,2023-09-21 14:38:03,8,42,8225,N,1,1,50,1,2.5,2.5,N
6243,1071,2019-04-04,2023-09-21 18:13:37,8,45,8164,Y,1,1,26,2,6.0,3.0,N
6244,1074,2019-04-04,2023-09-21 15:53:54,8,45,8263,N,1,1,48,2,5.0,2.5,N
6245,1089,2019-04-04,2023-09-21 09:12:11,8,42,8102,N,1,1,41,1,4.25,4.25,N
6246,1094,2019-04-04,2023-09-21 13:02:22,8,42,8485,Y,1,1,33,2,7.0,3.5,N
6247,1099,2019-04-04,2023-09-21 12:15:16,8,45,8459,N,1,1,24,2,6.0,3.0,N
6248,1100,2019-04-04,2023-09-21 11:28:10,8,42,8386,N,1,1,61,1,4.75,4.75,N
6249,1100,2019-04-04,2023-09-21 11:28:10,8,42,8386,N,1,5,79,1,3.75,3.75,N
6250,1102,2019-04-04,2023-09-21 19:44:17,8,45,8435,Y,1,1,41,2,8.5,4.25,N
6251,1102,2019-04-04,2023-09-21 19:44:17,8,45,8435,Y,1,5,79,1,3.75,3.75,N
6252,1105,2019-04-04,2023-09-21 16:59:13,8,45,8292,N,1,1,22,2,4.0,2.0,N
6253,1107,2019-04-04,2023-09-21 17:57:07,8,45,8041,N,1,1,25,2,4.4,2.2,N
6254,1108,2019-04-04,2023-09-21 10:17:59,8,15,8145,Y,1,1,29,1,2.5,2.5,N
6255,1116,2019-04-04,2023-09-21 11:27:20,8,42,8082,N,1,1,23,1,2.5,2.5,N
6256,1117,2019-04-04,2023-09-21 14:56:21,8,15,8197,Y,1,1,56,2,5.1,2.55,N
6257,1121,2019-04-04,2023-09-21 14:49:18,8,42,8224,N,1,1,34,2,4.9,2.45,N
6258,1121,2019-04-04,2023-09-21 14:49:18,8,42,8224,N,1,5,74,1,3.5,3.5,N
6259,1125,2019-04-04,2023-09-21 14:09:29,8,15,8026,Y,1,1,52,1,2.5,2.5,N
6260,1133,2019-04-04,2023-09-21 11:17:35,8,15,8041,N,1,1,56,2,5.1,2.55,N
6261,1136,2019-04-04,2023-09-21 12:51:41,8,45,8327,N,1,1,37,1,3.0,3.0,N
6262,1137,2019-04-04,2023-09-21 09:34:47,8,42,8135,N,1,1,30,1,3.0,3.0,N
6263,1140,2019-04-04,2023-09-21 16:12:40,8,45,8427,Y,1,1,53,1,3.0,3.0,N
6264,1140,2019-04-04,2023-09-21 16:12:40,8,45,8427,Y,1,5,75,1,3.5,3.5,N
6265,1142,2019-04-04,2023-09-21 09:32:59,8,45,8420,N,1,1,41,2,8.5,4.25,N
6266,1147,2019-04-04,2023-09-21 17:15:13,8,42,8206,N,1,1,57,1,3.1,3.1,N
6267,1150,2019-04-04,2023-09-21 16:58:29,8,15,8220,N,1,1,28,2,4.0,2.0,N
6268,1155,2019-04-04,2023-09-21 17:43:26,8,15,8393,N,1,1,26,1,3.0,3.0,N
6269,1156,2019-04-04,2023-09-21 10:37:53,8,15,8277,N,1,1,33,2,7.0,3.5,N
6270,1165,2019-04-04,2023-09-21 14:47:54,8,15,8157,Y,1,1,22,1,2.0,2.0,N
6271,1166,2019-04-04,2023-09-21 13:12:32,8,45,8226,N,1,1,34,2,4.9,2.45,N
6272,1168,2019-04-04,2023-09-21 12:04:48,8,45,8022,Y,1,1,46,1,2.5,2.5,N
6273,1174,2019-04-04,2023-09-21 10:32:09,8,42,8064,N,1,1,55,1,4.0,4.0,N
6274,1174,2019-04-04,2023-09-21 10:32:09,8,42,8064,N,1,5,73,1,3.75,3.75,N
6275,1176,2019-04-04,2023-09-21 14:17:15,8,45,8204,Y,1,1,50,2,5.0,2.5,N
6276,1187,2019-04-04,2023-09-21 10:13:21,8,42,8299,N,1,1,55,2,8.0,4.0,N
6277,1191,2019-04-04,2023-09-21 14:53:58,8,45,8055,Y,1,1,22,1,2.0,2.0,N
6278,1194,2019-04-04,2023-09-21 10:01:39,8,15,8039,Y,1,1,51,1,3.0,3.0,N
6279,1199,2019-04-04,2023-09-21 15:23:38,8,42,8342,Y,1,1,39,1,4.25,4.25,N
6280,1208,2019-04-04,2023-09-21 11:22:36,8,45,8180,N,1,1,29,2,5.0,2.5,N
6281,1213,2019-04-04,2023-09-21 18:47:31,8,42,8182,N,1,1,41,1,4.25,4.25,N
6282,1217,2019-04-04,2023-09-21 18:57:24,8,42,8458,N,1,1,45,1,3.0,3.0,N
6283,1217,2019-04-04,2023-09-21 18:57:24,8,42,8458,N,1,5,75,1,3.5,3.5,N
6284,1221,2019-04-04,2023-09-21 10:11:01,8,15,8269,N,1,1,22,2,4.0,2.0,N
6285,1232,2019-04-04,2023-09-21 09:53:44,8,45,8448,N,1,1,32,1,3.0,3.0,N
6286,1238,2019-04-04,2023-09-21 11:59:01,8,45,8361,Y,1,1,40,2,7.5,3.75,N
6287,1238,2019-04-04,2023-09-21 11:59:01,8,45,8361,Y,1,5,74,1,3.5,3.5,N
6288,1248,2019-04-04,2023-09-21 14:06:40,8,42,8460,N,1,1,61,1,4.75,4.75,N
6289,1254,2019-04-04,2023-09-21 18:39:37,8,15,8427,Y,1,1,52,1,2.5,2.5,N
6290,1256,2019-04-04,2023-09-21 14:24:03,8,42,8125,N,1,1,30,2,6.0,3.0,N
6291,1265,2019-04-04,2023-09-21 13:14:53,8,15,8313,Y,1,1,54,1,2.5,2.5,N
6292,1267,2019-04-04,2023-09-21 16:13:23,8,45,8231,Y,1,1,58,2,7.0,3.5,N
6293,1280,2019-04-04,2023-09-21 10:28:27,8,42,8376,N,1,1,39,2,8.5,4.25,N
6294,1286,2019-04-04,2023-09-21 13:55:29,8,42,8246,Y,1,1,36,1,3.75,3.75,N
6295,1292,2019-04-04,2023-09-21 13:32:24,8,45,8043,N,1,1,40,2,7.5,3.75,N
6296,1292,2019-04-04,2023-09-21 13:32:24,8,45,8043,N,1,5,69,1,3.25,3.25,N
6297,1295,2019-04-04,2023-09-21 11:28:57,8,42,8371,N,1,1,34,1,2.45,2.45,N
6298,1302,2019-04-04,2023-09-21 14:03:51,8,42,8481,Y,1,1,46,1,2.5,2.5,N
6299,1312,2019-04-04,2023-09-21 19:01:01,8,15,8159,Y,1,1,39,1,4.25,4.25,N
6300,1312,2019-04-04,2023-09-21 19:01:01,8,15,8159,Y,1,5,76,1,3.5,3.5,N
6301,1319,2019-04-04,2023-09-21 09:12:10,8,42,8103,Y,1,1,22,1,2.0,2.0,N
6302,1329,2019-04-04,2023-09-21 08:03:34,8,42,8379,Y,1,1,29,2,5.0,2.5,N
6303,1329,2019-04-04,2023-09-21 08:03:34,8,42,8379,Y,1,5,72,1,3.25,3.25,N
6304,1339,2019-04-04,2023-09-21 19:40:32,8,15,8255,N,1,1,87,1,3.0,3.0,N
6305,1343,2019-04-04,2023-09-21 18:20:48,8,42,8158,Y,1,1,42,1,2.5,2.5,N
6306,1344,2019-04-04,2023-09-21 11:57:34,8,42,8263,N,1,1,49,2,6.0,3.0,N
6307,1361,2019-04-04,2023-09-21 09:56:07,8,42,8159,N,1,1,39,2,8.5,4.25,N
6308,1367,2019-04-04,2023-09-21 16:58:21,8,15,8468,Y,1,1,46,1,2.5,2.5,N
6309,1376,2019-04-04,2023-09-21 16:34:38,8,45,8081,N,1,1,31,1,2.2,2.2,N
6310,1377,2019-04-04,2023-09-21 13:47:35,8,45,8216,N,1,1,42,1,2.5,2.5,N
6311,1380,2019-04-04,2023-09-21 14:44:00,8,45,8370,Y,1,1,43,2,6.0,3.0,N
6312,1384,2019-04-04,2023-09-21 18:06:43,8,42,8390,Y,1,1,29,1,2.5,2.5,N
6313,1389,2019-04-04,2023-09-21 12:48:26,8,15,8296,Y,1,1,46,1,2.5,2.5,N
6314,1403,2019-04-04,2023-09-21 11:38:32,8,45,8304,Y,1,1,29,2,5.0,2.5,N
6315,1404,2019-04-04,2023-09-21 17:32:20,8,42,8386,Y,1,1,52,2,5.0,2.5,N
6316,1407,2019-04-04,2023-09-21 09:10:23,8,45,8434,Y,1,1,55,2,8.0,4.0,N
6317,1414,2019-04-04,2023-09-21 10:01:33,8,15,8104,Y,1,1,61,2,9.5,4.75,N
6318,1422,2019-04-04,2023-09-21 15:34:41,8,45,8456,N,1,1,46,1,2.5,2.5,N
6319,1423,2019-04-04,2023-09-21 14:24:38,8,45,8401,N,1,1,25,1,2.2,2.2,N
6320,1425,2019-04-04,2023-09-21 19:12:39,8,15,8154,Y,1,1,55,2,8.0,4.0,N
6321,1426,2019-04-04,2023-09-21 12:14:30,8,42,8264,Y,1,1,37,2,6.0,3.0,N
6322,1429,2019-04-04,2023-09-21 10:05:01,8,45,8213,N,1,1,33,2,7.0,3.5,N
6323,1440,2019-04-04,2023-09-21 09:28:26,8,15,8200,N,1,1,26,2,6.0,3.0,N
6324,1443,2019-04-04,2023-09-21 10:18:42,8,15,8139,N,1,1,52,2,5.0,2.5,N
6325,1452,2019-04-04,2023-09-21 08:23:58,8,45,8149,N,1,1,29,1,2.5,2.5,N
6326,1464,2019-04-04,2023-09-21 12:35:42,8,45,8366,N,1,1,44,2,5.0,2.5,N
6327,1464,2019-04-04,2023-09-21 12:35:42,8,45,8366,N,1,5,71,1,3.75,3.75,N
6328,1465,2019-04-04,2023-09-21 09:03:47,8,15,8211,Y,1,1,24,1,3.0,3.0,N
6329,1476,2019-04-04,2023-09-21 15:51:12,8,42,8042,Y,1,1,48,2,5.0,2.5,N
6330,1478,2019-04-04,2023-09-21 11:18:26,8,45,8259,Y,1,1,58,1,3.5,3.5,N
6331,1498,2019-04-04,2023-09-21 09:44:04,8,45,8058,Y,1,1,37,1,3.0,3.0,N
6332,1501,2019-04-04,2023-09-21 15:36:37,8,15,8480,Y,1,1,34,2,4.9,2.45,N
6333,1510,2019-04-04,2023-09-21 08:37:45,8,15,8393,N,1,1,32,2,6.0,3.0,N
6334,1531,2019-04-04,2023-09-21 17:28:46,8,15,8395,N,1,1,24,1,3.0,3.0,N
6335,1534,2019-04-04,2023-09-21 15:45:17,8,42,8423,Y,1,1,25,1,2.2,2.2,N
6336,1540,2019-04-04,2023-09-21 19:24:37,8,42,8156,N,1,1,51,2,6.0,3.0,N
6337,1573,2019-04-04,2023-09-21 10:28:05,8,42,8485,N,1,1,52,1,2.5,2.5,N
6338,1581,2019-04-04,2023-09-21 08:42:02,8,42,8209,Y,1,1,46,2,5.0,2.5,N
6339,1588,2019-04-04,2023-09-21 09:13:11,8,42,8372,Y,1,1,36,1,3.75,3.75,N
6340,1595,2019-04-04,2023-09-21 11:52:23,8,15,8205,N,1,1,34,2,4.9,2.45,N
6341,1598,2019-04-04,2023-09-21 12:34:06,8,45,8226,N,1,1,37,2,6.0,3.0,N
6342,1603,2019-04-04,2023-09-21 11:01:26,8,15,8364,Y,1,1,28,2,4.0,2.0,N
6343,1605,2019-04-04,2023-09-21 11:05:10,8,42,8062,Y,1,1,23,2,5.0,2.5,N
6344,1606,2019-04-04,2023-09-21 15:59:19,8,42,8355,N,1,1,56,2,5.1,2.55,N
6345,1612,2019-04-04,2023-09-21 15:36:48,8,45,8295,Y,1,1,31,1,2.2,2.2,N
6346,1629,2019-04-04,2023-09-21 14:52:17,8,45,8291,N,1,1,40,2,7.5,3.75,N
6347,1631,2019-04-04,2023-09-21 17:29:32,8,45,8064,N,1,1,47,2,6.0,3.0,N
6348,1642,2019-04-04,2023-09-21 18:25:40,8,45,8325,N,1,1,47,1,3.0,3.0,N
6349,1643,2019-04-04,2023-09-21 19:30:04,8,45,8382,Y,1,1,40,2,7.5,3.75,N
6350,1643,2019-04-04,2023-09-21 19:30:04,8,45,8382,Y,1,5,70,1,3.25,3.25,N
6351,1648,2019-04-04,2023-09-21 11:44:31,8,15,8134,Y,1,1,34,1,2.45,2.45,N
6352,1652,2019-04-04,2023-09-21 14:36:20,8,45,8359,Y,1,1,36,2,7.5,3.75,N
6353,1660,2019-04-04,2023-09-21 19:28:45,8,42,8056,N,1,1,25,1,2.2,2.2,N
6354,1660,2019-04-04,2023-09-21 19:28:45,8,42,8056,N,1,5,73,1,3.75,3.75,N
6355,1663,2019-04-04,2023-09-21 08:18:33,8,42,8378,Y,1,1,49,1,3.0,3.0,N
6356,1666,2019-04-04,2023-09-21 10:40:09,8,42,8295,N,1,1,33,2,7.0,3.5,N
6357,1672,2019-04-04,2023-09-21 18:16:09,8,45,8101,N,1,1,87,1,3.0,3.0,N
6358,1683,2019-04-04,2023-09-21 14:14:10,8,45,8414,N,1,1,40,1,3.75,3.75,N
6359,1683,2019-04-04,2023-09-21 14:14:10,8,45,8414,N,1,5,70,1,3.25,3.25,N
6360,1699,2019-04-04,2023-09-21 18:49:27,8,45,8458,N,1,1,57,2,6.2,3.1,N
6361,1700,2019-04-04,2023-09-21 09:27:32,8,45,8487,N,1,1,44,2,5.0,2.5,N
6362,1700,2019-04-04,2023-09-21 09:27:32,8,45,8487,N,1,5,73,1,3.75,3.75,N
6363,1706,2019-04-04,2023-09-21 09:30:16,8,15,8165,N,1,1,51,2,6.0,3.0,N
6364,1716,2019-04-04,2023-09-21 14:55:28,8,15,8226,Y,1,1,56,2,5.1,2.55,N
6365,1720,2019-04-04,2023-09-21 13:44:07,8,45,8225,Y,1,1,42,2,5.0,2.5,N
6366,1720,2019-04-04,2023-09-21 13:44:07,8,45,8225,Y,1,5,76,1,3.5,3.5,N
6367,1721,2019-04-04,2023-09-21 17:13:52,8,42,8385,Y,1,1,58,2,7.0,3.5,N
6368,1723,2019-04-04,2023-09-21 08:25:42,8,45,8394,N,1,1,29,2,5.0,2.5,N
6369,1733,2019-04-04,2023-09-21 16:40:46,8,15,8062,N,1,1,57,1,3.1,3.1,N
6370,1737,2019-04-04,2023-09-21 11:02:04,8,42,8256,N,1,1,35,2,6.2,3.1,N
6371,1737,2019-04-04,2023-09-21 11:02:04,8,42,8256,N,1,5,69,1,3.25,3.25,N
6372,1748,2019-04-04,2023-09-21 18:07:01,8,42,8336,N,1,1,22,2,4.0,2.0,N
6373,1756,2019-04-04,2023-09-21 14:42:55,8,15,8387,N,1,1,87,2,6.0,3.0,N
6374,1758,2019-04-04,2023-09-21 10:55:39,8,42,8057,N,1,1,44,2,5.0,2.5,N
6375,1763,2019-04-04,2023-09-21 12:15:32,8,15,8303,Y,1,1,40,1,3.75,3.75,N
6376,1767,2019-04-04,2023-09-21 09:55:36,8,42,8392,Y,1,1,46,2,5.0,2.5,N
6377,1769,2019-04-04,2023-09-21 11:46:44,8,15,8078,Y,1,1,46,1,2.5,2.5,N
6378,1778,2019-04-04,2023-09-21 10:49:40,8,45,8214,Y,1,1,61,1,4.75,4.75,N
6379,1778,2019-04-04,2023-09-21 10:49:40,8,45,8214,Y,1,5,78,1,4.5,4.5,N
6380,1785,2019-04-04,2023-09-21 11:00:17,8,15,8093,Y,1,1,41,1,4.25,4.25,N
6381,1785,2019-04-04,2023-09-21 11:00:17,8,15,8093,Y,1,5,75,1,3.5,3.5,N
6382,1789,2019-04-04,2023-09-21 18:33:46,8,42,8483,Y,1,1,41,2,8.5,4.25,N
6383,1792,2019-04-04,2023-09-21 16:18:07,8,15,8450,N,1,1,59,1,4.5,4.5,N
6384,1798,2019-04-04,2023-09-21 11:33:26,8,42,8348,N,1,1,35,2,6.2,3.1,N
6385,1799,2019-04-04,2023-09-21 19:12:29,8,15,8147,N,1,1,23,2,5.0,2.5,N
6386,1811,2019-04-04,2023-09-21 09:01:26,8,42,8470,N,1,1,33,2,7.0,3.5,N
6387,1813,2019-04-04,2023-09-21 19:23:02,8,42,8117,N,1,1,58,1,3.5,3.5,N
6388,1813,2019-04-04,2023-09-21 19:23:02,8,42,8117,N,1,5,76,1,3.5,3.5,N
6389,1819,2019-04-04,2023-09-21 08:57:44,8,42,8090,N,1,1,24,2,6.0,3.0,N
6390,1827,2019-04-04,2023-09-21 14:48:49,8,42,8069,N,1,1,60,2,7.5,3.75,N
6391,1828,2019-04-04,2023-09-21 19:40:21,8,45,8024,Y,1,1,50,2,5.0,2.5,N
6392,1829,2019-04-04,2023-09-21 14:51:24,8,42,8288,Y,1,1,24,1,3.0,3.0,N
6393,1833,2019-04-04,2023-09-21 17:19:53,8,42,8071,Y,1,1,34,2,4.9,2.45,N
6394,1835,2019-04-04,2023-09-21 14:40:04,8,45,8447,N,1,1,26,1,3.0,3.0,N
6395,1835,2019-04-04,2023-09-21 14:40:04,8,45,8447,N,1,5,72,1,3.25,3.25,N
6396,1839,2019-04-04,2023-09-21 09:17:57,8,42,8459,Y,1,1,25,1,2.2,2.2,N
6397,1850,2019-04-04,2023-09-21 17:53:59,8,15,8258,N,1,1,24,1,3.0,3.0,N
6398,1851,2019-04-04,2023-09-21 13:28:39,8,42,8187,Y,1,1,27,1,3.5,3.5,N
6399,1851,2019-04-04,2023-09-21 13:28:39,8,42,8187,Y,1,5,71,1,3.75,3.75,N
6400,1857,2019-04-04,2023-09-21 16:30:25,8,15,8133,Y,1,1,57,1,3.1,3.1,N
6401,1857,2019-04-04,2023-09-21 16:30:25,8,15,8133,Y,1,5,76,1,3.5,3.5,N
6402,1864,2019-04-04,2023-09-21 10:30:40,8,45,8207,N,1,1,30,2,6.0,3.0,N
6403,1867,2019-04-04,2023-09-21 16:02:37,8,45,8210,Y,1,1,36,1,3.75,3.75,N
6404,1869,2019-04-04,2023-09-21 10:17:58,8,42,8285,Y,1,1,44,1,2.5,2.5,N
